Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"Baikal, Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/baikal-apartamentos-en-venta-en-valle-del-lili-cali/5085991,5085991,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/cd5bd1cd-737b-456f-b867-18d0c2093a57/photos/cd5bd1cd-737b-456f-b867-18d0c2093a57_1_True_6dfcbd54-6f7c-4854-b2ce-a68e9050e143.jpg,[],Desde $ 583.400.000,2 Habs. 2 Baños 85.17 m²,"Baikal, apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",MARVAL CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,Financiación: 80,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"Baikal es el proyecto que todos soñamos, ese que está cerca de todo, donde la comodidad está tanto adentro como afuera. Ubicado en Valle del Lili entre las Cra. 99 y la calle 34. Cuenta con varios espacios dispuestos para disfrutar con tu familia. Su ubicación privilegiada te garantiza movilidad permanente y cuentas con todas las alternativas que hacen fácil vivir. Su amplia zona social cuenta con gimnasio, juegos infantiles, piscinas, salón de eventos, turco, etc..",[],3.3675739,-76.5219951,2026-08-03
"Apartamento en Venta en Las granjas, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-las-granjas-cali/193634576,193634576,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69dfc0a01807f_infocdn__gguytv8tlad5drsmdevqfmi4mmwtyukangkpdhk9jpg.jpg,[],$ 290.000.000,3 Habs. 2 Baños 60 m²,"Apartamento en venta en las granjas, cali","Apartamento enCali, Valle del cauca",Oro Bienes Raices,Llamar,,,,,,,,,,,,,,"?Vendo Apartamento Sur Central en conjunto con piscina y seguridad 24/7 en el Barrio Las Granjas primer piso con 60 m2 3 habitaciones 2 baños y parqueadero propio cubierto, cocina y baños remodelados. Precio $290 millones. Sin deudas. Admon $427 mil.",[],3.4137565,-76.526062,2026-08-03
"Apartamento en Venta en Pance, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-pance-cali/193903911,193903911,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a39d265ddc24_infocdn__7480-14-1781907198jpg.jpg,[],$ 810.000.000,3 Habs. 4 Baños 132 m²,"Apartamento en venta en pance, cali","Apartamento enCali, Valle del cauca",VELOZA INMOBILIARIA,Llamar,,,,,,,,,,,,,,"Descubre una propiedad que combina sofisticación, funcionalidad y acabados de alto nivel, diseñada para quienes valoran el confort y los detalles que marcan la diferencia. Este espectacular apartamento de 135 m² ofrece una distribución impecable con tres amplias habitaciones, cada una con baño privado, garantizando privacidad y comodidad para todos los miembros de la familia. Además, cuenta con un elegante baño social para visitantes. Su zona social integra una acogedora sala-comedor y una confortable sala de televisión, ideales para compartir momentos especiales o disfrutar de espacios de entretenimiento en un ambiente exclusivo. La cocina fue completamente remodelada por diseñadora, incorporando acabados contemporáneos, excelente funcionalidad y una estética sofisticada que convierte este espacio en el corazón del hogar. Para un máximo bienestar, el apartamento cuenta con aire acondicionado en todas las áreas, calentador a gas. MAS INF KATHERIN PONCE TEL ***",[],3.346986752662,-76.530165819531,2026-08-03
"Torre Golf Melendez, Apartamento en Venta en Sector melendez, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/torre-golf-melendez-apartamentos-en-venta-en-sector-melendez-cali/10069209,10069209,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/6c2a82ea-a830-4bc4-88e0-e3e44af67f6c/photos/6c2a82ea-a830-4bc4-88e0-e3e44af67f6c_1_True_a82e44c3-208b-4c6b-9769-40c81790883f.jpg,[],Desde $ 240.000.000,2 Habs. 2 Baños 59 m²,"Torre golf melendez, apartamento en venta en sector melendez, cali","Apartamento enCali, Valle del cauca",RUBIO PROMOTORES,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,70,30/70,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Nace una nueva oportunidad de ser parte de un proyecto realmente único en el sur de Cali.120 Apartamentos rodeados de tranquilidad total, para vivir disfrutando de una vista a la ciudad o hacia uno de los pulmones más importantes de Cali (Club Campestre). Ubicado en una zona ideal del barrio Meléndez, podrás encontrar seguridad, aire puro y todas las comodidades para todo tipo de estilo de vida. Parqueaderos comunitarios , aptos en obra gris .",[],3.37150032560380000000,-76.54811352421910000000,2026-08-03
"ASTORIA, Apartamento en Venta en La Selva, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/astoria-apartamentos-en-venta-en-la-selva-cali/15017249,15017249,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67b49da8af365_infocdn__bi6tpcqqspshvtynfg2h2yvl3j63qaxw4lewdk70jpg.jpg,[],Desde $ 465.582.000,2 Habs. 2 Baños 66.17 m²,"Astoria, apartamento en venta en la selva, cali","Apartamento enCali, Valle del cauca",MARVAL CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"En una ubicación céntrica y privilegiada en el barrio La Selva, Astoria te ofrece la conveniencia de estar a 15 minutos del sur o norte de la ciudad. Apartamentos full acabados con una cómoda distribución en el que escribirás una nueva historia junto a tu familia. Con parqueadero asignado y amenidades como piscina para adultos y niños, coworking, salón de eventos y más. .",[],3.4078196196317,-76.529982180704,2026-08-03
"Santa Clara, Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/santa-clara-apartamentos-en-venta-en-valle-del-lili-cali/10856493,10856493,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/40a8e22f-bc26-4645-9730-8053ed8b68f2/photos/40a8e22f-bc26-4645-9730-8053ed8b68f2_1_True_1285c9d9-f812-4426-9d0e-96cfb0e7228d.jpg,[],Desde $ 453.121.000,2 Habs. 2 Baños 66.27 m²,"Santa clara, apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",MARVAL CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"Santa Clara es un proyecto que se compone de 8 torres de vivienda de 12 pisos, cuenta con 38 parqueaderos para visitantes. Dentro de las amenidades del primer piso, el proyecto dispone de salón social, piscina para niños y piscina para adultos, en el segundo piso se localiza un salón de eventos, gimnasio, turco, entre otros, por otro lado, el piso 3 esta compuesto de una terraza-mirador y co-Working.",[],3.37091380000000000000,-76.51423080000000000000,2026-08-03
"Belaterra Praia, Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/belaterra-praia-apartamentos-en-venta-en-valle-del-lili-cali/15017153,15017153,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67a165e471c06_infocdn__29tabj9y9vwmym5hvi94ajm1htcmkdeynjqbakp6jpg.jpg,[],Desde $ 268.374.000,2 Habs. 2 Baños 64.34 m²,"Belaterra praia, apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",MARVAL CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,30% CUOTA INICIAL - 70% CREDITO HIPOTECARIO,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Belaterra Praia es un proyecto con todo lo necesario para vivir momentos inolvidables con tu familia o para realizar una gran inversión gracias a sus amenidades y por estar cerca a sitios de interés. Esto le da proyección y solidez a futuro, por su alta valorización. Belaterra Praia está ubicado en la Cra 94 entre calle 54 y 54c valle del lil. Vivir allí es tener acceso inmediato a vías principales (Av. Simón Bolívar, Ciudad de Cali, Calle 16) que favorecen el manejo de tu tiempo acercándote más rápido a todo lo que necesitas.",[],3.3748892,-76.5099404,2026-08-03
"Apartamento en Venta en Cuarto de legua - guadalupe, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-cuarto-de-legua-guadalupe-cali/193998077,193998077,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a59003a16363_infocdn__dconl0bxe0dqmft9mkb0mz8lyqczchnqt6mm0ybyjpg.jpg,[],$ 900.000.000,3 Habs. 4 Baños 190 m²,"Apartamento en venta en cuarto de legua - guadalupe, cali","Apartamento enCali, Valle del cauca",CONECTA ASESORIA INMOBILIARIA,Llamar,,,,,,,,,,,,,,"Penthouse dúplex de 190 m² en venta, ubicado en el sector de Cuarto de Legua, cerca del Seminario, en una zona residencial, central y de fácil acceso. Cuenta con conexión por la avenida Guadalupe, la avenida Circunvalar y la calle 5.ª, lo que permite desplazarse con facilidad y de forma rápida hacia el sur y al norte de Cali.Se encuentra a 10 minutos de la Clínica Imbanaco, el Hospital Universitario del Valle, la Universidad Santiago de Cali, Mallplaza y Cosmocentro con servicios como supermercados, restaurantes, cafés, entidades financieras y diferentes opciones de entretenimiento.Para destacar del apartamento es que la habitación principal está en el segundo piso y cuenta con terraza privada con jacuzzi y las dos habitaciones auxiliares cada una con su propio baño para comodidad y privacidad de cada miembro de la familia.El conjunto cuenta con piscina, zona BBQ y amplias zonas verdes arborizadas, características cada vez más difíciles de encontrar en una ubicación central de la ciudad.Contáctanos para recibir más información y agendar una visita.",[],3.4104594336009,-76.553794594196,2026-08-03
"Casa en  Venta en Ciudad 2000, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-ciudad-2000-cali/191777945,191777945,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68a92be37ca51_infocdn__qy0sbtebhbhmsk5dixf4pl6uzknliqwp53qqgxxzjpg.jpg,[],$ 785.000.000,5 Habs. 4 Baños 270 m²,"Casa en  venta en ciudad 2000, cali","Casa enCali, Valle del cauca",Luz Adriana Soto Lopez,Llamar,,,,,,,,,,,,,,"VENDO LINDA CASA MODERNA EN CIUDAD DOS MIL CON APARTAMENTO INDEPENDIENTEPRIMER PISO: sala comedor, cocina abierta, baño social, una alcoba patio de ropas y garaje eléctrico.SEGUNDO PISO: tres alcobas, la principal con baño, aire balcón y closet, las otras dos con closet, baño de alcobas, sala de tv.TERCER PISO: un apartamento independiente con sala, comedor, una alcoba, un baño, cocina integral.CUARTO PISO: terraza techada en la cual se puede construir un apto.precio $785 millones....",[],3.3918165,-76.5170288,2026-08-03
"Apartamento en Venta en Zona Oeste, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-zona-oeste-cali/193347005,193347005,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69800829870d7_infocdn__fsgjzaxhqkpfdnr1t0u1l3wrkasru0ka73gramrkjpg.jpg,[],$ 950.000.000,4 Habs. 3 Baños 192 m²,"Apartamento en venta en zona oeste, cali","Apartamento enCali, Valle del cauca",Gloria Velez,Llamar,,,,,,,,,,,,,,"Excelente Apartamento en exclusivo sitio del oeste, sobre Av del Río. Posee un área  de 192 ms, 9o piso, hermosa vista panorámica, 4 habitaciones con AA y closet, ventanas inzonorizadas, ppal. Baño y vestier. Amplia sala comedor, hall tv, baño de alcobas, baño social, hab de servicio completa.. Balcón, linda vista, cocina  Pisos mármol, cocina abierta,  lava vajillas, encimeras en granito pulido, suficiente almacenamiento, extractor, calentador, 2 garajes en sótano independientes.  Condominio ofrece amplio Recibidor, Portería 24/7, hall de Acceso, Salón eventos, Zona Húmeda, zonas verdes, piscina adultos y NIÑOS, Puertas eléctricas, amplio parqueo visitantes, planta eléctrica para todo, tanques de agua, son 2 torres de 14 pisos, 3 aptos por piso, estrato 6. Antigüedad 35 años. Admon....",[],3.4371326,-76.5448562,2026-08-03
"Casa en Venta en Chorro de la Plata, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-chorro-de-la-plata-cali/193272916,193272916,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6967bcd82f72a_infocdn__4c0xzufgusqek1i0p7u3zj5u8qkqdg0ljbnmlddkjpg.jpg,[],$ 2.100.000.000,3 Habs. 4 Baños 338 m²,"Casa en venta en chorro de la plata, cali","Casa enCali, Valle del cauca",LUZ ANNY PEÑA M. Bienes Raices,Llamar,,,,,,,,,,,,,,"Se Vende Casa en Parcelación Chorro de Plata.Lote: 1.913 M2.Construidos: 338M2Ubicada en un lote plano con amplia zona verde, jardines y frutales Goza de excelentes visuales a Los Farallones de Cali.Distribuida en 2 pisos, con detalles particulares en cada uno de sus espacios, así:PISO 1: Sala, comedor,  estudio o alcoba auxiliar, Baño social con ducha, jardín interior, cocina tipo abierta, baño social, zona de ropas.PISO 2: Estar de t.v.,  baño social completo, 3 alcobas, la principal goza de una hermosa vista a Pico de Loro, con baño privado y vestier,  baño de alcobas.Amplio balcón.SOTANO: Espacio multiusos que permite acondicionarse para diferentes actividades.La vivienda incluye un apartamento independiente apropiado para huerpedes.Zonas comunes: 2 piscinas de agua natural, quebradas, chorrera, lago, club social con piscina, gimnasio, cancha de futbol, cancha multiple, de voleyplaya, de tenis, zona de camping, zonas para bbq, 4 parques infantiles, cctv, acueducto propio, senderos ecológicos.Inversión: $2.100 Millones que se deben pagar en euros en Europa.Admón. $826.000Contacto: ***, Luz Anny Peña",[],3.3461964,-76.5910805,2026-08-03
"Belaterra Aréia, Apartamento en Venta en Las Vegas de Comfandi, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/belaterra-areia-apartamentos-en-venta-en-las-vegas-de-comfandi-cali/7883883,7883883,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/1/25/4068228_335_5.jpg,[],Desde $ 457.474.000,3 Habs. 2 Baños 77.38 m²,"Belaterra aréia, apartamento en venta en las vegas de comfandi, cali","Apartamento enCali, Valle del cauca",MARVAL CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,Financiación: 80,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"Ubicado entre la carrera 86 y 90 y la calle 54 y 54C. Belaterra Areia es un proyecto NO VIS que brinda acceso inmediato a lo que necesitas por todo lo que tiene a su alrededor. Pero eso no es todo, este proyecto ideal para todo tipo de familias, tiene completas zonas sociales que invitan a disfrutar un conjunto de vivienda que por su alto potencial de valorización, se convierte en la mejor decisión..",[],3.37895441055298000000,-76.51375579833980000000,2026-08-03
"Apartamento en Venta en Tequendama, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-tequendama-cali/193653649,193653649,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e6675ace6d4_infocdn__9191231-1-1776706984jpg.jpg,[],$ 600.000.000,3 Habs. 3 Baños 124 m²,"Apartamento en venta en tequendama, cali","Apartamento enCali, Valle del cauca",Unisa Inmobiliaria,Llamar,,,,,,,,,,,,,,"¡Vive en el Corazón Estratégico de Cali! – Apto en Tequendama¿Buscas amplitud, comodidad y una ubicación inmejorable?Este apartamento en el Condominio Rincón de las Plazas es el que estabas esperando. Ubicado a solo pasos del C.C. Cosmocentro, la Plaza de Toros y la Calle 5, tendrás todo lo que necesitas a la mano.Características Principales: Espacio Generoso: 125 m2 diseñados para el confort familiar. Distribución Perfecta: Piso 4 con ascensor y  vista al exterior.Habitaciones: 3 alcobas amplias + Estudio + Sala de TV (espacios versátiles para oficina o entretenimiento).Baños: 3 (Principal, de alcobas y social).Cocina y Servicios: Cocina integral amplia, zona de ropas independiente y cuarto de servicio con baño privado.Parqueo: ¡El gran plus! 2 parqueaderos paralelos en sótano y depósito privado. El Condominio: Tu propio club privadoVivir aquí es disfrutar de seguridad 24/7 y zonas comunes de primer nivel: Piscina . Sauna y Turco para tus momentos de relax. Gimnasio equipado. Juegos infantiles, kiosko y 2 salones sociales para tus eventos. Ubicación Privilegiada, Imagina vivir a una cuadra de la Calle 5, con acceso inmediato al MIO, clínicas, centros comerciales y zonas deportivas. Tequendama lo tiene todo.",[],3.410614683684,-76.546719858154,2026-08-03
"Casa en Venta en Pance, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-pance-cali/193993200,193993200,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57b4b46c62a_infocdn__p0ed8g34yngpuxs8snmpu7oyn1uxpxlckvvbyxdbjpg.jpg,[],$ 1.730.000.000,4 Habs. 6 Baños 600 m²,"Casa en venta en pance, cali","Casa enCali, Valle del cauca",Viva House SAS,Llamar,,,,,,,,,,,,,,"Se vende hermosa y espaciosa casa en Pance, ubicada en el exclusivo conjunto residencial Peyares 2, un oasis de tranquilidad y lujo. Esta propiedad ha sido meticulosamente diseñada para ofrecer el máximo confort y estilo de vida.En el primer piso, encontrará una impresionante habitación independiente de la casa, excepcionalmente amplia, que cuenta con dos baños completos, un generoso walking closet y aire acondicionado, ideal para visitas o como suite principal privada. La casa principal se abre a una elegante sala de estar y un comedor principal, complementados por un comedor auxiliar perfecto para desayunos o reuniones informales. Un estudio amplio ofrece un espacio ideal para trabajar desde casa o para la lectura, mientras que una sala de televisión proporciona el ambiente perfecto para el entretenimiento familiar. La cocina, recientemente remodelada con un diseño abierto, es un sueño para cualquier chef, equipada con acabados de alta calidad y una distribución funcional. La zona campestre exterior es un verdadero paraíso privado, con un jacuzzi de gran tamaño que incluye una isla, ideal para relajarse y disfrutar del aire libre, y un turco para una experiencia de spa en casa.El segundo piso alberga tres amplias habitaciones, cada una con su propio closet y baño privado, garantizando privacidad y comodidad para todos los miembros de la familia. La habitación principal destaca por su balcón privado, ofreciendo vistas encantadoras y un espacio sereno para desconectar. Un estudio adicional en este nivel proporciona flexibilidad para una oficina en casa, sala de juegos o biblioteca.El conjunto residencial Peyares 2 garantiza una vida de seguridad y bienestar con vigilancia 24 horas, un sistema de cámaras de seguridad de última generación y ronderos activos las 24 horas del día. Las familias disfrutarán de amplios parques infantiles y extensas zonas verdes, perfectas para actividades al aire libre y el disfrute de la naturaleza en un entorno seguro y exclusivo. Esta propiedad es una oportunidad única para vivir en un hogar de ensueño, combinando lujo, comodidad y seguridad en una de las zonas más prestigiosas de Pance.",[],3.3117139,-76.5335318,2026-08-03
"Bodega en Venta en Bretaña, Cali",https://www.fincaraiz.com.co/bodega-en-venta-en-bretaña-cali/192752479,192752479,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.689ddd4a6815a_infocdn__9bsaw73zcu2tqwx8op9dierfeqhbbyeb6tlznv4jjpg.jpg,[],$ 1.542.373.000,2 Baños 635 m²,"Bodega en venta en bretaña, cali","Bodega enCali, Valle del cauca",Bancóldex SA,Llamar,,,,,,,,,,,,,,"Internamente, este inmueble se distingue por sus tres amplios espacios de trabajo de concepto abierto, estratégicamente distribuidos uno por piso, que ofrecen una flexibilidad para cualquier configuración empresarial. Complementando esta versatilidad, cuenta con un punto fijo de escaleras y una fosa preparada para malacate, optimizando la logística interna. Además, cada nivel, tanto el primer como el segundo piso, dispone de un baño sencillo, asegurando la comodidad y funcionalidad para el día a día.",[],3.440908,-76.534021,2026-08-03
"Lote en Venta en Chorro de la Plata, Cali",https://www.fincaraiz.com.co/lote-en-venta-en-chorro-de-la-plata-cali/193286815,193286815,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4d2be4cf430_infocdn__zqudqturpomrvamnkn25rcxztqggvkcrtx8xldivjpg.jpg,[],$ 1.500.000.000,1900 m²,"Lote en venta en chorro de la plata, cali","Lote enCali, Valle del cauca",LUZ ANNY PEÑA M. Bienes Raices,Llamar,,,,,,,,,,,,,,"Hermoso lote cerca a las quebradas internas de la parcelación, goza de hermosa vista a los Farallones de Cali.Zonas Comunes: 2 Piscinas de agua natural, quebradas, chorreras, lago, gimnasio, club social con piscinas, cancha de futbol, cancha de tenis, cancha de voleyplaya, cancha múltiple, 4 parques con juegos infantiles, zonas para bbq, acueducto propio, cctv, senderos ecológicos, portería 24/7.Inversión: $1.500 Millones Precio fijoContacto: ***, Luz Anny Peña",[],3.3450029,-76.594419,2026-08-03
"Saona, Apartamentos en Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/saona-apartamentos-en-venta-en-ciudad-jardin-cali/4990436,4990436,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6891127911e0e_infocdn__qduniqfjqbyn9n7savtf2lhprjhshyfi06gyexsbjpg.jpg,[],Desde $ 1.126.910.000,3 Habs. 4 Baños 127.19 m²,"Saona, apartamentos en venta en ciudad jardin, cali","Apartamento enCali, Valle del cauca",MARVAL CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,Financiación: 75,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,6,"Vivir en  Altos de Ciudad  Jardín es contar  con  zonas  verdes, parques, ciclorrutas, vías de acceso, colegios y universidades. Todo eso es bienestar, pero  este proyecto  no  es como cualquier otro, está ubicado  en  uno  de los sectores más  exclusivos de la ciudad  con un  gran equipamiento  urbano,  un  clima  excepcional cercano a reservas naturales y a pocos minutos caminando a sitios de interés..",[],3.3632327,-76.5424454,2026-08-03
"Apartamento en  Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/191856243,191856243,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6889822a39ca0_infocdn__vfrf1swuxaciggy5fdcnnli4qaje66hzpwsxw2k1jpg.jpg,[],$ 450.000.000,3 Habs. 4 Baños 100 m²,"Apartamento en  venta en valle del lili, cali","Apartamento enCali, Valle del cauca",INVERSIONES INNOVAR JAM S.A.S,Llamar,,,,,,,,,,,,,,"Exclusivo apartamento recién remodelado, ubicado en el primer piso con vista exterior, dentro de un prestigioso condominio en Valle del Lili, Cali. Con un área construida de 100m² y 14 años de antigüedad, esta propiedad ha sido completamente actualizada para ofrecer un estilo de vida moderno y confortable.El apartamento cuenta con un parqueadero independiente en sótano y acceso directo a la torre mediante ascensor desde el primer piso. La seguridad está garantizada con una puerta principal reforzada y una reja adicional. Al ingresar, un elegante hall de acceso conduce a una espaciosa sala y un comedor independiente, complementados por un balcón con encantadora vista exterior, ideal para relajarse.Disfrute de un estudio o sala de TV, una moderna cocina integral abierta y un práctico patio de ropas con lavadero, además de un baño de servicio. El pasillo de alcobas distribuye las habitaciones de manera eficiente: una suite principal con baño privado y amplios closets para él y ella, ambas con vista exterior, y dos habitaciones adicionales con closet, también con vista exterior. La propiedad incluye un baño de alcobas y un baño social, además de dos aires acondicionados para su confort.Su ubicación es inmejorable, a pocos minutos de La 14 Valle del Lili, el Centro Comercial Jardín Plaza y la reconocida Clínica Valle del Lili, ofreciendo conveniencia y acceso a los mejores servicios de la ciudad.",[],3.3701315,-76.5234343,2026-08-03
"Casa en Venta en Pance, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-pance-cali/192405592,192405592,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.682972e476e6a_infocdn__gumi0fdtlaj3tnwe9nvbbw6yo8norovkwqcpfpvvjpg.jpg,[],$ 2.600.000.000,5 Habs. 7 Baños 450 m²,"Casa en venta en pance, cali","Casa enCali, Valle del cauca",Luz Adriana Soto Lopez,Llamar,,,,,,,,,,,,,,VENDO O RENTO CASA EN CIUDAD JARDÍN -CALIÁrea de lote: 1168m2Área construida: 450m2CocinaSala comedorTerrazaAmplio jardín5 habitaciones con baño y vestidorBaños socialHabitación de servicio con bañoZona de oficioZona bbqTerrazaParqueadero para hastaPrecio de venta $2.600.000.000Precio de alquiler $14’000.000CEL. ***.,[],3.32834,-76.63865,2026-08-03
"Apartamento en Venta en Caney, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-caney-cali/193574646,193574646,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69caf3e4cfe09_infocdn__9191148-1-1774697738jpg.jpg,[],$ 280.000.000,2 Habs. 2 Baños 66 m²,"Apartamento en venta en caney, cali","Apartamento enCali, Valle del cauca",Unisa Inmobiliaria,Llamar,,,,,,,,,,,,,,"Apartamento en venta en Valle del Caney – Conjunto Residencial Miravento | Piso 7 con PARQUEDERO PROPIODescubre este atractivo apartamento ubicado en el piso 7 del Conjunto Residencial Miravento, en una de las zonas de mayor valorización del sur de Cali: El Caney – Una excelente oportunidad para vivir o invertir. Con un área de 66 m², este apartamento se destaca por su distribución funcional, iluminación natural y ventilación, además de contar con un parqueadero propio, un valor agregado altamente demandado que brinda comodidad, seguridad y valorización a tu inversión. Al ingresar encontrarás una acogedora sala comedor con acceso a un balcón con vista exterior, ideal para disfrutar de momentos de descanso. cocina integral,  Cuenta además con zona de oficios independiente. En la zona privada, dispone de hall de alcobas, un espacio versátil que puede ser usado como estudio, sala de TV o tercera alcoba según tus necesidades. La alcoba auxiliar cuenta con clóset, mientras que la alcoba principal ofrece mayor confort con closet y baño privado. El conjunto residencial ofrece excelentes zonas comunes para toda la familia: piscina, amplias zonas verdes y juegos infantiles, creando un entorno tranquilo y agradable para vivir. Ubicación estratégica, cerca de universidades, centros comerciales, clínicas y vías principales.",[],3.3872858978505,-76.516946227853,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193623791,193623791,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1da5d505fdd_infocdn__9191193-2-1776112715jpg.jpg,[],$ 296.000.000,2 Habs. 2 Baños 75 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",Unisa Inmobiliaria,Llamar,,,,,,,,,,,,,,"Apartamento en venta – Conjunto Residencial Portal de la Alameda I - Valle del LiliVive en uno de los sectores con mayor valorización y calidad de vida del sur de Cali. Este amplio apartamento de 76 m², ubicado en el piso 11, ofrece una distribución funcional, excelente iluminación y una agradable vista exterior, ideal para quienes buscan tranquilidad y confort.El apartamento cuenta con:Sala comedor amplia y bien iluminada.Cocina integral abierta, moderna y funcional.Zona de oficios.Baño social.Sala de TV y estudio, ideal para home office.Alcoba principal con baño privado y vestier.Alcoba auxiliar con clóset.Parqueadero propio en sótano.El conjunto residencial se destaca por sus completas zonas comunes: piscina para adultos y niños, gimnasio, zona BBQ, cancha multiple, dos salones sociales, zonas verdes y un ambiente familiar y seguro.Ubicación estratégica en Valle del Lili, cerca de clínicas, centros comerciales, colegios, universidades y con fácil acceso a vías princi",[],3.3689179157777,-76.511552946049,2026-08-03
